Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
11,Google,Trending,Google,Utilities,4.76443,82725,2019-02-12,Gratis,de,la,google,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,google maps,google drive,google chrome,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/google/id284815942?uo=4
12,PedidosYa - Delivery App,Trending,Pedidos Ya S.A.,Food & Drink,4.65097,484209,2011-12-22,Gratis,lo,en,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,hbo max,tada app,mercado pago,movistar argentina,cuenta digital,75.0,75.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/pedidosya-delivery-app/id490099807?uo=4
13,Telegram Messenger,Trending,Telegram FZ-LLC,Social Networking,3.58921,2724,2013-08-14,Gratis,de,en,para,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/telegram-messenger/id686449807?uo=4
14,Canva: Diseño gráfico con IA,Trending,Canva,Photo & Video,4.89898,317890,2014-10-15,Gratis,de,para,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,correo electr,juego del,del calamar,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/canva-dise%C3%B1o-gr%C3%A1fico-con-ia/id897446215?uo=4
15,Netflix,Trending,"Netflix, Inc.",Entertainment,4.75223,98131,2011-12-14,Gratis,de,netflix,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,netflix,compras online,motos taxi,100.0,90.0,90.0,75.0,75.0,https://apps.apple.com/ar/app/netflix/id363590051?uo=4
16,X,Trending,X Corp.,News,4.77001,402182,2009-10-09,Gratis,de,para,x,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/x/id333903271?uo=4
17,TikTok,Trending,TikTok Ltd.,Entertainment,4.85051,304087,2014-04-02,Gratis,de,la,videos,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/tiktok/id835599320?uo=4
18,OmeTV – Video Chat Alternativa,Trending,Bad Kitty's Dad,Social Networking,4.66407,8597,2019-03-16,Gratis,de,en,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/ometv-video-chat-alternativa/id1252974010?uo=4
19,Pinterest,Trending,Pinterest,Lifestyle,4.82611,161489,2011-04-28,Gratis,que,en,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,juego para,apple podcasts,qu soy,para fiestas,mejor juego,75.0,75.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/pinterest/id429047995?uo=4
20,Facebook,Trending,"Meta Platforms, Inc.",Social Networking,4.76327,443562,2019-02-05,Gratis,de,para,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/facebook/id284882215?uo=4
21,Mercado Pago: cuenta digital,Trending,MercadoLibre,Finance,4.81566,1208664,2014-12-17,Gratis,de,tu,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/mercado-pago-cuenta-digital/id925436649?uo=4
22,El correo electr. de Google,Trending,Google,Productivity,4.81219,64609,2011-11-02,Gratis,de,con,google,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/el-correo-electr-de-google/id422689480?uo=4
23,Naranja X: Billetera Virtual,Trending,Tarjeta Naranja SA,Finance,4.53817,54850,2019-04-05,Gratis,de,con,naranja,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/naranja-x-billetera-virtual/id1452691757?uo=4
24,YouTube,Trending,Google,Photo & Video,4.72415,765604,2012-09-11,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/youtube/id544007664?uo=4
25,Spotify: música y podcasts,Trending,Spotify,Music,4.83721,1483775,2013-09-23,Gratis,de,en,música,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/spotify-m%C3%BAsica-y-podcasts/id324684580?uo=4
26,Plato: Juegos Multijugador,Trending,Plato Team Inc,Social Networking,4.73494,68357,2016-12-08,Gratis,de,juegos,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/plato-juegos-multijugador/id1054747306?uo=4
27,Equity,Trending,EntradaUno,Entertainment,1.8806,67,2024-06-27,Gratis,tus,de,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,imprime tus,como tus,tus amigos,tus fotos,delivery app,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/equity/id6504717565?uo=4
28,Google Chrome,Trending,Google,Utilities,4.83915,79011,2012-06-28,Gratis,chrome,de,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,google chrome,chrome valley,delivery app,chrome,delivery,100.0,100.0,100.0,90.0,90.0,https://apps.apple.com/ar/app/google-chrome/id535886823?uo=4
29,Rappi - Pide Todo en Minutos,Trending,Rappi,Food & Drink,4.57111,167475,2015-06-30,Gratis,en,más,de,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/rappi-pide-todo-en-minutos/id984044296?uo=4
30,Dazz Cam - Vintage Camera & 3D,Trending,DAZZ PTE. LTD.,Photo & Video,4.81628,11539,2018-08-17,Gratis,de,cámaras,dazz,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,dazz cam,delivery,dazz,compras online,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/dazz-cam-vintage-camera-3d/id1422471180?uo=4
31,Magic - TV Magis EventManager,Trending,Appsful LTD,Entertainment,4.60717,3317,2021-07-19,Gratis,movies,tv,movie,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,imovie,prime video,hbo max,libre compras,mercado libre,90.0,75.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/magic-tv-magis-eventmanager/id1576860725?uo=4
32,Disney+,Trending,Disney,Entertainment,4.54799,29955,2020-11-16,Gratis,de,en,disney,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/disney/id1446075923?uo=4
33,Magis Tv Películas,Trending,TALHA ALI,Entertainment,4.09589,73,2025-04-06,Gratis,de,películas,una,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/magis-tv-pel%C3%ADculas/id6743984431?uo=4
34,McDonald's: Ofertas y Delivery,Trending,Arcos Dorados Latin America,Food & Drink,4.78239,85691,2016-12-16,Gratis,de,mcdonald,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/mcdonalds-ofertas-y-delivery/id1114009187?uo=4
35,"Shelf: music, books, movies",Trending,"Koodos, Inc.",Utilities,3.23333,30,2023-07-26,Gratis,shelf,friends,taste,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,,,,,,,,,,,https://apps.apple.com/ar/app/shelf-music-books-movies/id1667391175?uo=4
36,Instagram,Trending,"Instagram, Inc.",Photo & Video,4.73833,1141413,2010-10-06,Gratis,en,de,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/instagram/id389801252?uo=4
37,Amazon Prime Video,Trending,AMZN Mobile LLC,Entertainment,4.68517,17867,2016-12-14,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/amazon-prime-video/id545519333?uo=4
38,Google Drive – almacenamiento,Trending,Google,Productivity,4.82459,389089,2012-06-28,Gratis,de,google,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,google maps,google drive,google chrome,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/google-drive-almacenamiento/id507874739?uo=4
39,Mi Personal Flow,Trending,Telecom Personal S.A.,Utilities,4.44295,132901,2011-05-24,Gratis,tu,de,personal,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,mercado pago,movistar argentina,cuenta digital,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/mi-personal-flow/id373559386?uo=4
40,Sticker.ly - Sticker Maker,Trending,NAVER Z Corporation,Social Networking,4.76473,68199,2019-04-11,Gratis,de,sticker,stickers,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/sticker-ly-sticker-maker/id1458740001?uo=4
41,WhatsApp Messenger,Trending,WhatsApp Inc.,Social Networking,4.76248,900937,2009-05-04,Gratis,de,en,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/whatsapp-messenger/id310633997?uo=4
42,Picsart IA: Editor de Fotos AI,Trending,"PicsArt, Inc.",Photo & Video,4.74854,60412,2013-01-02,Gratis,de,con,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/picsart-ia-editor-de-fotos-ai/id587366035?uo=4
43,HBO Max: Ve TV y películas,Trending,"WarnerMedia Global Digital Services, LLC",Entertainment,4.85402,105360,2024-02-27,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/hbo-max-ve-tv-y-pel%C3%ADculas/id1666653815?uo=4
44,AstroPay - Billetera Virtual,Trending,AstroPay,Finance,4.68438,9271,2017-03-12,Gratis,de,en,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/astropay-billetera-virtual/id1128476912?uo=4
45,Google Fotos,Trending,Google,Photo & Video,4.73935,25361,2015-05-28,Gratis,de,fotos,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/google-fotos/id962194608?uo=4
46,Discord - Conversa y juega,Trending,"Discord, Inc.",Social Networking,4.78896,39064,2015-05-21,Gratis,de,para,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,correo electr,juego del,del calamar,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/discord-conversa-y-juega/id985746746?uo=4
47,Mostaza,Trending,Mostaza y Pan S.A,Food & Drink,3.01205,166,2017-09-23,Gratis,para,com,www,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,scanner app,minion rush,apple books,rush juego,youtube music,75.0,75.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/mostaza/id1276344983?uo=4
48,BNA+,Trending,Banco de La Nación Argentina,Finance,4.49623,73881,2020-08-21,Gratis,de,tu,tus,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,imprime tus,como tus,tus amigos,tus fotos,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/bna/id1523383806?uo=4
49,"Tinder: chat, citas y amigos",Trending,Tinder LLC,Lifestyle,4.47198,72931,2012-08-03,Gratis,de,tinder,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,tinder chat,delivery,tinder,compras online,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/tinder-chat-citas-y-amigos/id547702041?uo=4
50,ARCA Móvil,Trending,AFIP,Utilities,2.85762,597,2017-08-08,Gratis,de,la,realizar,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/arca-m%C3%B3vil/id1237748064?uo=4
51,Snapchat: Conecta con Amigos,Trending,"Snap, Inc.",Photo & Video,4.76843,15831,2011-07-13,Gratis,de,tus,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,imprime tus,como tus,tus amigos,tus fotos,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/snapchat-conecta-con-amigos/id447188370?uo=4
52,Despegar: Vuelos y Hoteles,Trending,Despegar.com,Travel,4.71631,196372,2012-04-11,Gratis,de,para,los,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,retricalos filtros,los sims,delivery,retricalos,100.0,100.0,100.0,90.0,90.0,https://apps.apple.com/ar/app/despegar-vuelos-y-hoteles/id511479725?uo=4
53,Claro Pay Argentina,Trending,América Móvil,Finance,4.74592,35890,2023-12-27,Gratis,claro,pay,claro pay,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,claro musica,claro colombia,claro recarga,claro pay,claro video,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/claro-pay-argentina/id6450485041?uo=4
54,YouTube Music,Trending,Google,Music,4.77874,50849,2019-03-13,Gratis,de,la,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/youtube-music/id1017492454?uo=4
55,Galicia - El banco en tu celu,Trending,Banco de Galicia y Buenos Aires S.A.,Finance,4.75094,101389,2013-12-11,Gratis,de,tus,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,imprime tus,como tus,tus amigos,tus fotos,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/galicia-el-banco-en-tu-celu/id774860115?uo=4
56,Ualá,Trending,ALAU TECNOLOGIA S.A.U.,Finance,4.42542,30619,2017-10-02,Gratis,de,tu,ualá,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/ual%C3%A1/id1279808159?uo=4
57,mi ANSES,Trending,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANSES,Reference,2.11679,411,2021-10-01,Gratis,de,tus,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,imprime tus,como tus,tus amigos,tus fotos,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/mi-anses/id1587022312?uo=4
58,Cabify: viaja seguro,Trending,Cabify,Travel,4.76436,76333,2011-11-14,Gratis,de,en,para,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/cabify-viaja-seguro/id476087442?uo=4
59,Hojas de cálculo de Google,Trending,Google,Productivity,4.8558,67529,2014-04-30,Gratis,de,cálculo,de cálculo,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/hojas-de-c%C3%A1lculo-de-google/id842849113?uo=4
60,ChatOn - Chatbot IA en español,Trending,AIBY,Productivity,4.71597,4753,2023-01-13,Gratis,de,la,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,correo electr,juego del,del calamar,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/chaton-chatbot-ia-en-espa%C3%B1ol/id1661308505?uo=4
61,Nube,Trending,NuvemShop,Shopping,4.68773,6994,2023-04-20,Gratis,de,nube,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,msica nube,delivery,nube,compras online,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/nube/id1666924494?uo=4
62,Messenger,Trending,"Meta Platforms, Inc.",Social Networking,4.65196,81726,2011-10-19,Gratis,de,con,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/messenger/id454638411?uo=4
63,WhatsApp Business,Trending,WhatsApp Inc.,Business,4.80287,75740,2019-04-10,Gratis,de,para,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/whatsapp-business/id1386412985?uo=4
64,Duolingo - Aprende idiomas,Trending,Duolingo,Education,4.78427,103470,2012-11-13,Gratis,de,duolingo,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,duolingo abc,delivery,duolingo,compras online,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/ar/app/duolingo-aprende-idiomas/id570060128?uo=4
65,Documentos de Google,Trending,Google,Productivity,4.83411,85521,2014-04-30,Gratis,de,en,documentos,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,word documentos,pdf documentosfoto,documentos word,delivery,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/ar/app/documentos-de-google/id842842640?uo=4
66,LinkedIn – Búsqueda de empleo,Trending,LinkedIn Corporation,Business,4.78334,12965,2019-02-03,Gratis,de,la,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/linkedin-b%C3%BAsqueda-de-empleo/id288429040?uo=4
67,Mi Movistar Argentina,Trending,Movistar Argentina,Utilities,4.40841,153404,2015-02-04,Gratis,movistar,de,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,movistar cloud,movistar argentina,movistar venezuela,movistar uruguay,delivery app,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/mi-movistar-argentina/id952347964?uo=4
68,Personal Pay Billetera Virtual,Trending,MICRO SISTEMAS S.A.U,Finance,2.33951,3237,2022-06-24,Gratis,personal,en,de,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/personal-pay-billetera-virtual/id1548817439?uo=4
69,Twitch: streaming en vivo,Trending,"Twitch Interactive, Inc.",Photo & Video,4.79539,59155,2011-10-26,Gratis,de,en,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/twitch-streaming-en-vivo/id460177396?uo=4
70,Google Meet,Trending,Google,Social Networking,4.63059,1700,2016-09-02,Gratis,de,para,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,delivery,compras online,motos taxi,mercado libre,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/ar/app/google-meet/id1096918571?uo=4
71,Flow,Trending,Telecom Personal S.A.,Entertainment,2.02331,19094,2016-04-11,Gratis,en,de,un,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,mario run,delivery,compras online,motos taxi,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/ar/app/flow/id1067858594?uo=4
72,Airbnb,Trending,"Airbnb, Inc.",Travel,4.80995,18290,2010-11-10,Gratis,de,en,un,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,mario run,delivery,compras online,motos taxi,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/ar/app/airbnb/id401626263?uo=4
73,Booking.com - Ofertas de viaje,Trending,Booking.com,Travel,4.84372,107093,2010-04-14,Gratis,de,la,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,con amigos,snapchat conecta,grfico con,conecta con,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/ar/app/booking-com-ofertas-de-viaje/id367003839?uo=4
74,Alibaba.com B2B Trade App,Trending,杭州阿里巴巴广告有限公司,Shopping,4.79094,20325,2012-02-24,Gratis,de,la,alibaba,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,delivery app,alibabacom b2b,for alibaba,delivery,alibaba,100.0,100.0,100.0,90.0,90.0,https://apps.apple.com/ar/app/alibaba-com-b2b-trade-app/id503451073?uo=4
