Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
24,M-Pesa Tanzania,Trending,Vodacom Tanzania PLC,Finance,4.76395,19644,2018-01-11,Free,pesa,tanzania,pay,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,mpesa business,mpesa tanzania,sportpesa tanzania,mixx tanzania,jiji tanzania,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/m-pesa-tanzania/id1313948420?uo=4
25,CamScanner - PDF Scanner App,Trending,"INTSIG Information Co., Ltd",Productivity,4.76593,26526,2011-07-09,Free,camscanner,pdf,scan,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,adobe scan,ocr scanner,scanner app,document pdf,document scanner,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/camscanner-pdf-scanner-app/id388627783?uo=4
26,PiPifier,Trending,Arno Appenzeller,Utilities,0.0,0,2017-05-30,Free,video,pipifier,picture,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,video editor,videos music,video,videos,pipifier,100.0,100.0,90.0,90.0,90.0,https://apps.apple.com/tz/app/pipifier/id1234771095?uo=4
27,Recipko Chef,Trending,Danny Coles,Entertainment,5.0,1,2025-04-24,Free,cooking,recipes,step,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,easy recipes,tasty recipes,recipes cooking,pedometer step,stepsapp pedometer,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/recipko-chef/id6744968317?uo=4
28,Alibaba.com B2B Trade App,Trending,杭州阿里巴巴广告有限公司,Shopping,4.67488,17489,2012-02-24,Free,alibaba,com,alibaba com,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,alibabacom b2b,for alibaba,capitalcom trading,bookingcom travel,alibaba,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/alibaba-com-b2b-trade-app/id503451073?uo=4
29,Pinterest: Lifestyle Ideas,Trending,Pinterest,Lifestyle,4.7892,33240,2011-07-10,Free,pinterest,ideas,inspiration,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,pinterest downloader,for pinterest,pinterest video,pinterest lifestyle,save pinterest,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/pinterest-lifestyle-ideas/id429047995?uo=4
30,Google Chrome,Trending,Google,Utilities,4.75966,11692,2012-06-28,Free,chrome,google,search,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,for chrome,google chrome,chrome and,google maps,google drive,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/google-chrome/id535886823?uo=4
31,VPN Proxy Master - Unlimited,Trending,"ALL Connected Co.,Ltd",Productivity,4.69243,18617,2015-12-31,Free,vpn,privacy,subscription,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vpn lumos,turbo vpn,super vpn,vpn proxy,with vpn,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/vpn-proxy-master-unlimited/id1025707485?uo=4
32,Telegram Messenger,Trending,Telegram FZ-LLC,Social Networking,3.58847,2029,2013-08-14,Free,telegram,data,use,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,use biblia,for use,use with,bible book,gbwt version,100.0,100.0,100.0,75.0,75.0,https://apps.apple.com/tz/app/telegram-messenger/id686449807?uo=4
33,Shazam: Find Music & Concerts,Trending,Apple,Music,4.81683,60692,2019-02-09,Free,music,shazam,song,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,boomplay music,shareshare music,videos music,find music,play music,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/shazam-find-music-concerts/id284993459?uo=4
34,Catch Melodrop,New Discovery,YOKE LIVE LTD,Lifestyle,4.0,1,2025-06-17,Free,pieces,favorites,sheet,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,favorites widget,favorites for,favorites,jigsaw puzzles,relax puzzle,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/tz/app/catch-melodrop/id6747080643?uo=4
35,VLC media player,Trending,VideoLAN,Photo & Video,3.68075,213,2013-07-19,Free,vlc,media,player,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vlc media,vlc pal,vlc remote,vlc streamer,for vlc,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/vlc-media-player/id650377962?uo=4
36,Netflix,Trending,"Netflix, Inc.",Entertainment,4.78027,13767,2016-01-06,Free,netflix,films,privacy,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,for netflix,netflix,game unleashed,squid game,originals for,100.0,90.0,75.0,75.0,75.0,https://apps.apple.com/tz/app/netflix/id363590051?uo=4
37,LD - Photo & Video Finishing,Trending,"Lens Distortions, LLC",Photo & Video,5.0,18,2014-11-19,Free,layers,ld,photo,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,ld studio,recognizer ld,photos backup,google photos,photo,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/ld-photo-video-finishing/id938026822?uo=4
38,Boomplay: Music & Live Stream,Trending,Transsnet Music Limited,Music,4.00379,1584,2018-12-21,Free,music,boomplay,songs,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,boomplay music,shareshare music,videos music,find music,play music,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/boomplay-music-live-stream/id1437251983?uo=4
39,Mixx Tanzania,Trending,Millicom - Tigo,Finance,4.81832,46555,2014-04-13,Free,tanzania,mixx,mixx tanzania,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,mixx tanzania,jiji tanzania,mpesa tanzania,meridianbet tanzania,sportpesa tanzania,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/mixx-tanzania/id825924072?uo=4
40,Biblia Takatifu－Swahili Bible,Trending,Oleg Shukalovich,Book,4.82083,3695,2015-04-06,Free,ya,na,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,daily reading,swahili daily,cashcash loan,loan online,pocket cashcash,75.0,75.0,75.0,75.0,75.0,https://apps.apple.com/tz/app/biblia-takatifu-swahili-bible/id980260971?uo=4
41,Google Photos: Backup & Edit,Trending,Google,Photo & Video,4.57588,995,2015-05-28,Free,photos,google,storage,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photos backup,google photos,google maps,google chrome,google drive,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/google-photos-backup-edit/id962194608?uo=4
42,Music : Offline Player,New Discovery,Jerome Martinage,Music,4.60088,228,2025-06-12,Free,music,discover,trending,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,boomplay music,shareshare music,videos music,find music,play music,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/music-offline-player/id6746770085?uo=4
43,CRDB BANK SimBanking,Trending,CRDB BANK PLC,Finance,4.08065,1773,2016-11-03,Free,crdb,simbanking,account,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,crdb burundi,crdb otp,crdb bank,bank simbanking,simbanking drc,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/crdb-bank-simbanking/id1156903371?uo=4
44,VidMate !,Trending,Le Manh Tien,Photo & Video,3.32653,49,2022-08-24,Free,video,subscription,vid,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,video editor,videos music,mate video,offline video,vidhub video,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/vidmate/id1640960419?uo=4
45,Bible Chat: The Holy Scripture,Trending,Bookvitals APP SRL,Reference,4.83202,1155,2023-05-11,Free,bible,faith,scripture,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,bible book,swahili bible,offline bible,bible swahili,takatifuswahili bible,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/bible-chat-the-holy-scripture/id6448849666?uo=4
46,DramaBox - Stream Drama Shorts,Trending,STORYMATRIX PTE. LTD.,Entertainment,4.80305,5042,2023-04-18,Free,dramabox,something,content,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,the content,content cloud,dramabox,content,drama shorts,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/dramabox-stream-drama-shorts/id6445905219?uo=4
47,Junk Cleaner - AI Clean Up,New Discovery,YTN AI Tech,Productivity,4.59999,5,2025-06-13,Free,device,privacy,storage,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photo storage,storage space,clean storage,storage cleanerclean,storage,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/junk-cleaner-ai-clean-up/id6747069278?uo=4
48,Faras,Trending,FARAS TECHNOLOGY,Travel,3.91667,216,2022-05-05,Free,services,faras,mission,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,faras captain,track mission,strike mission,ops mission,mission games,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/faras/id1616854301?uo=4
49,Genora AI – Chat bot & Search,Trending,MOBIWAYS LTD,Productivity,4.35938,64,2025-03-18,Free,ai,genora,search,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,job search,word search,genora,search,digifaceai avatar,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/genora-ai-chat-bot-search/id6741363138?uo=4
50,"VPN Lumos: Open Proxy, Connect",Trending,"LUMOS, OOO",Utilities,4.60125,1279,2018-05-08,Free,subscription,period,lumos,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,flo period,period tracker,period calendar,vpn lumos,lumos sun,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/vpn-lumos-open-proxy-connect/id1373844471?uo=4
51,VPN Proxy -Unlimited Super VPN,Trending,VPN Apps,Productivity,4.66356,8376,2019-04-23,Free,vpn,unlimited,subscription,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vpn lumos,turbo vpn,super vpn,vpn proxy,with vpn,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/vpn-proxy-unlimited-super-vpn/id1459254606?uo=4
52,VersaTrak Mobile,Trending,The Veracity Group Inc,Utilities,4.0,1,2014-08-15,Free,versatrak,monitoring,application,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,versatrak mobile,versatrak,nmb mkononi,mobile,mkononi,100.0,90.0,75.0,65.0,65.0,https://apps.apple.com/tz/app/versatrak-mobile/id904936554?uo=4
53,Themify - Widget & Icon Themes,Trending,AIBY,Graphics & Design,4.45333,225,2020-10-02,Free,widgets,themify,widget,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,poug widgetschargewallpaper,themepack widgets,thememe widgets,box widgets,locket widget,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/themify-widget-icon-themes/id1534126062?uo=4
54,Mix VPN - Fast & Unlimited,Trending,MixVpn,Utilities,4.04167,24,2023-09-25,Free,vpn,mix,mix vpn,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vpn lumos,turbo vpn,super vpn,vpn proxy,with vpn,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/mix-vpn-fast-unlimited/id6463403383?uo=4
55,Cleaner Guru: Cleaning App,Trending,GM UniverseApps Limited,Utilities,4.74556,338,2019-11-06,Free,cleaner,guru,cleaner guru,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,cleanereasy cleanup,magic cleanereasy,storage cleanerclean,magic cleaner,guru voice,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/cleaner-guru-cleaning-app/id1476380919?uo=4
56,Cleanup: Clean Storage Space,Trending,Codeway Dijital Hizmetler Anonim Sirketi,Utilities,4.64017,4844,2020-12-17,Free,cleanup,photos,subscription,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,photos backup,google photos,photos,snapchat chat,with friends,100.0,100.0,90.0,75.0,75.0,https://apps.apple.com/tz/app/cleanup-clean-storage-space/id1510944943?uo=4
57,NMB Mkononi,Trending,NMB Bank PLC,Finance,3.33261,920,2018-08-15,Free,nmb,mkononi,banking,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,nmb mkononi,nmb soft,nmbconnect app,dawa mkononi,gava mkononi,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/nmb-mkononi/id1262481453?uo=4
58,Selcom Pesa,Trending,Selcom Paytech Limited,Finance,4.5625,64,2025-01-11,Free,selcom,pesa,selcom pesa,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,selcom huduma,selcom pesa,mpesa business,mpesa tanzania,sportpesa tanzania,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/selcom-pesa/id6737184776?uo=4
59,My Airtel Africa,Trending,Airtel Africa,Utilities,4.36141,4131,2019-12-12,Free,airtel,pay,money,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,airtel africa,airtel thanks,airtel tv,airtel investor,manage pay,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/my-airtel-africa/id1462268018?uo=4
60,TikTok Lite,Trending,TikTok Ltd.,Entertainment,4.75476,2993,2023-06-09,Free,tiktok,lite,tiktok lite,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,tiktok videos,tiktok lite,tiktok studio,tiktok video,save tiktok,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/tiktok-lite/id6447160980?uo=4
61,Flo Period & Cycles Tracker,Trending,FLO HEALTH UK LIMITED,Health & Fitness,4.77172,20383,2015-10-03,Free,flo,health,cycle,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,flo period,flo home,flosports watch,flosports,home renovation,100.0,100.0,100.0,90.0,75.0,https://apps.apple.com/tz/app/flo-period-cycles-tracker/id1038369065?uo=4
62,"WPS Office: PDF, Docs, Sheets",Trending,KINGSOFT OFFICE SOFTWARE CORPORATION LIMITED,Productivity,4.72649,2841,2019-12-13,Free,pdf,office,wps,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,document pdf,office pdf,pdf book,edit pdf,editor pdf,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/wps-office-pdf-docs-sheets/id1491101673?uo=4
63,InShot - Video Editor,Trending,SHANTANU PTE. LTD.,Photo & Video,4.76062,19049,2015-06-11,Free,inshot,video,ai,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,video editor,videos music,video,videos,snapchat chat,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/inshot-video-editor/id997362197?uo=4
64,1.1.1.1: Faster Internet,Trending,Cloudflare,Utilities,4.12657,158,2018-11-11,Free,warp,internet,data,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,crime warp,111 warp,word warp,faster internet,warp,100.0,100.0,100.0,100.0,90.0,https://apps.apple.com/tz/app/1-1-1-1-faster-internet/id1423538627?uo=4
65,ReelShort - Stream Drama & TV,Trending,NewLeaf Publishing,Entertainment,4.68111,323,2022-08-07,Free,reelshort,subscription,movie,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,domireelshort dramas,domireelshort,reelshort,stream drama,watch dramas,100.0,90.0,90.0,75.0,75.0,https://apps.apple.com/tz/app/reelshort-stream-drama-tv/id1636235979?uo=4
66,Turbo VPN Private Browser,Trending,INNOVATIVE CONNECTING PTE.LIMITED,Productivity,4.76882,8050,2018-04-10,Free,vpn,private,browser,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vpn lumos,turbo vpn,super vpn,vpn proxy,with vpn,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/turbo-vpn-private-browser/id1365309175?uo=4
67,Google Meet,Trending,Google,Social Networking,4.70732,451,2016-09-02,Free,meet,video,google,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,app meet,google meet,meet people,meet chat,video editor,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/google-meet/id1096918571?uo=4
68,DeepSeek - AI Assistant,Trending,杭州深度求索人工智能基础技术研究有限公司,Productivity,4.27273,33,2025-01-10,Free,deepseek,ai,assistant,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,deepseek r1,chat assistant,deepseek,assistant,chatbotai chat,100.0,100.0,90.0,90.0,75.0,https://apps.apple.com/tz/app/deepseek-ai-assistant/id6737597349?uo=4
69,X,Trending,X Corp.,News,4.68253,58531,2011-07-09,Free,x,content,join,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,proxy master,open proxy,vpn proxy,proxy unlimited,proxy connect,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/x/id333903271?uo=4
70,Messenger,Trending,"Meta Platforms, Inc.",Social Networking,4.55309,9689,2011-10-19,Free,video,chat,friends,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,video editor,videos music,snapchat chat,with friends,chat with,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/messenger/id454638411?uo=4
71,MyHalo – Your Digital Hub,Trending,Viettel Tanzania,Social Networking,4.24188,277,2023-06-19,Free,myhalo,halotel,look,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,myhalo,your digital,digital hub,your,digital,90.0,75.0,75.0,65.0,65.0,https://apps.apple.com/tz/app/myhalo-your-digital-hub/id6449706648?uo=4
72,Spotify: Music and Podcasts,Trending,Spotify,Music,4.77511,47908,2021-02-23,Free,music,spotify,podcasts,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,boomplay music,shareshare music,videos music,find music,play music,100.0,100.0,100.0,100.0,100.0,https://apps.apple.com/tz/app/spotify-music-and-podcasts/id324684580?uo=4
