Rank,AppName,Status,Developer,Category,Rating,RatingCount,ReleaseDate,Price,Keyword 1,Keyword 2,Keyword 3,Keyword 1 Competitive,Keyword 1 Opportunity_Score,Keyword 1 Popularity,Keyword 1 Quality,Keyword 1 Top_10_Chance,Keyword 1 Volume,Keyword 2 Competitive,Keyword 2 Opportunity_Score,Keyword 2 Popularity,Keyword 2 Quality,Keyword 2 Top_10_Chance,Keyword 2 Volume,Keyword 3 Competitive,Keyword 3 Opportunity_Score,Keyword 3 Popularity,Keyword 3 Quality,Keyword 3 Top_10_Chance,Keyword 3 Volume,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4,Suggestion 5,Suggestion 1 Score,Suggestion 2 Score,Suggestion 3 Score,Suggestion 4 Score,Suggestion 5 Score,AppStoreLink
17,"Shelf: music, books, movies",Trending,"Koodos, Inc.",Utilities,4.5,2,2023-07-26,Gratis,shelf,friends,taste,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,shelf music,shelf,goodreads book,icon skins,notes with,100,90,75,75,75,https://apps.apple.com/sv/app/shelf-music-books-movies/id1667391175?uo=4
18,DramaBox - Series en Línea,Trending,STORYMATRIX PTE. LTD.,Entertainment,4.76028,2140,2023-04-18,Gratis,de,un,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,mario run,videos,ringtune,clans,clash,100,90,90,90,90,https://apps.apple.com/sv/app/dramabox-series-en-l%C3%ADnea/id6445905219?uo=4
19,Snapchat: Conecta con Amigos,Trending,"Snap, Inc.",Photo & Video,4.77151,2871,2011-07-13,Gratis,de,tus,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,como tus,tus amigos,con amigos,snapchat conecta,grfico con,100,100,100,100,100,https://apps.apple.com/sv/app/snapchat-conecta-con-amigos/id447188370?uo=4
20,PedidosYa - Delivery App,Trending,Pedidos Ya S.A.,Food & Drink,4.66702,39036,2011-12-23,Gratis,lo,en,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,lofi cam,lofi,apps gone,gone free,hbo series,100,90,75,75,75,https://apps.apple.com/sv/app/pedidosya-delivery-app/id490099807?uo=4
21,"Uber: Autos, motos, taxi y más",Trending,"Uber Technologies, Inc.",Travel,4.85741,45292,2010-05-21,Gratis,de,uber,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/uber-autos-motos-taxi-y-m%C3%A1s/id368677368?uo=4
22,Pinterest,Trending,Pinterest,Lifestyle,4.82533,22980,2011-04-28,Gratis,que,en,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,clans,clash,shazam descubre,juego para,soy yo,90,90,75,75,75,https://apps.apple.com/sv/app/pinterest/id429047995?uo=4
23,Instagram,Trending,"Instagram, Inc.",Photo & Video,4.74268,90974,2010-10-06,Gratis,en,de,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,con amigos,free fire,snapchat conecta,como millonario,90,75,75,75,75,https://apps.apple.com/sv/app/instagram/id389801252?uo=4
24,TikTok,Trending,TikTok Ltd.,Entertainment,4.8384,57354,2014-04-02,Gratis,de,la,videos,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/tiktok/id835599320?uo=4
25,Messenger,Trending,"Meta Platforms, Inc.",Social Networking,4.60637,45215,2011-10-19,Gratis,de,con,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,con amigos,snapchat conecta,grfico con,conecta con,videos,100,100,100,100,90,https://apps.apple.com/sv/app/messenger/id454638411?uo=4
26,SHEIN-Compras en línea,Trending,ROADGET BUSINESS PTE. LTD.,Shopping,4.61434,3402,2014-05-20,Gratis,en,de,shein,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,sheincompras,videos,con amigos,free fire,snapchat conecta,90,90,75,75,75,https://apps.apple.com/sv/app/shein-compras-en-l%C3%ADnea/id878577184?uo=4
27,Waze Navegación y Tráfico,Trending,Waze Inc.,Navigation,4.79488,4334,2009-08-01,Gratis,de,en,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/waze-navegaci%C3%B3n-y-tr%C3%A1fico/id323229106?uo=4
28,Spotify: música y podcasts,Trending,Spotify,Music,4.80513,161850,2013-12-12,Gratis,de,en,música,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/spotify-m%C3%BAsica-y-podcasts/id324684580?uo=4
29,Dr. ISSS En línea,Trending,Hospital Nacional El Salvador,Health & Fitness,3.10169,59,2024-06-12,Gratis,de,en,dr,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,drfone phone,dr parking,dr kegel,dr isss,videos,100,100,100,100,90,https://apps.apple.com/sv/app/dr-isss-en-l%C3%ADnea/id6498866369?uo=4
30,Magic - TV Magis EventManager,Trending,Appsful LTD,Entertainment,4.66824,425,2021-07-19,Gratis,movies,tv,movie,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vix tv,tv deportes,imovie,max hbo,hbo series,100,100,90,75,75,https://apps.apple.com/sv/app/magic-tv-magis-eventmanager/id1576860725?uo=4
31,Amazon Compras en Línea,Trending,AMZN Mobile LLC,Shopping,4.82221,2008,2010-11-14,Gratis,amazon,de,com,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,amazon compras,alibabacom b2b,videos,tecolococom,alibabacom,100,100,90,90,90,https://apps.apple.com/sv/app/amazon-compras-en-l%C3%ADnea/id297606951?uo=4
32,Facebook,Trending,"Meta Platforms, Inc.",Social Networking,4.58905,84786,2019-02-05,Gratis,de,para,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/facebook/id284882215?uo=4
33,Magis Tv Películas,Trending,TALHA ALI,Entertainment,5.0,1,2025-04-06,Gratis,de,películas,una,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/magis-tv-pel%C3%ADculas/id6743984431?uo=4
34,Amazon Prime Video,Trending,AMZN Mobile LLC,Entertainment,4.80431,1901,2016-12-14,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/amazon-prime-video/id545519333?uo=4
35,Google Meet,Trending,Google,Social Networking,4.66561,317,2016-09-02,Gratis,de,para,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/google-meet/id1096918571?uo=4
36,Bancoagrícola,Trending,Banco Agrícola - El Salvador,Finance,2.7221,1335,2013-10-17,Gratis,de,transacciones,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,puntotransacciones,google chrome,picsart ia,ia editor,90,90,75,75,75,https://apps.apple.com/sv/app/bancoagr%C3%ADcola/id667589181?uo=4
37,Mi Tigo El Salvador,Trending,"Telemovil El Salvador, SA",Productivity,4.6552,25397,2015-02-24,Gratis,tu,de,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google home,dinero tarjetas,qa annimas,talking tom,90,75,75,75,75,https://apps.apple.com/sv/app/mi-tigo-el-salvador/id965406425?uo=4
38,Google Chrome,Trending,Google,Utilities,4.80427,6938,2012-06-28,Gratis,chrome,de,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,google chrome,chrome valley,chrome,videos,duo for,100,100,90,90,75,https://apps.apple.com/sv/app/google-chrome/id535886823?uo=4
39,Duolingo - Aprende idiomas,Trending,Duolingo,Education,4.7891,15206,2012-11-13,Gratis,de,duolingo,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,duolingo abc,videos,duolingo,clans,clash,100,90,90,90,90,https://apps.apple.com/sv/app/duolingo-aprende-idiomas/id570060128?uo=4
40,WhatsApp Messenger,Trending,WhatsApp Inc.,Social Networking,4.66004,119039,2009-05-04,Gratis,de,en,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,con amigos,snapchat conecta,conecta con,grfico con,videos,100,100,100,100,90,https://apps.apple.com/sv/app/whatsapp-messenger/id310633997?uo=4
41,WhatsApp Business,Trending,WhatsApp Inc.,Business,4.78896,7335,2019-04-10,Gratis,de,para,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/whatsapp-business/id1386412985?uo=4
42,Musa: libera tu poder cíclico,Trending,"Musa Health, Inc",Health & Fitness,4.88021,192,2024-07-02,Gratis,tu,en,musa,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,musa libera,musa editor,mimusa,musa,google home,100,100,90,90,75,https://apps.apple.com/sv/app/musa-libera-tu-poder-c%C3%ADclico/id6504586102?uo=4
43,Alibaba.com B2B Trade App,Trending,杭州阿里巴巴广告有限公司,Shopping,4.68741,4146,2012-02-24,Gratis,de,la,alibaba,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,alibabacom b2b,for alibaba,videos,clans,clash,100,100,90,90,90,https://apps.apple.com/sv/app/alibaba-com-b2b-trade-app/id503451073?uo=4
44,Música sin Conexión & Offline,Trending,"Changsha Shenguangyuan Technology Co., Ltd.",Music,4.42771,166,2024-08-02,Gratis,de,musica,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/m%C3%BAsica-sin-conexi%C3%B3n-offline/id6557048073?uo=4
45,Google Fotos,Trending,Google,Photo & Video,4.73876,1535,2015-05-28,Gratis,de,fotos,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,google fotos,videos,fotos,google chrome,picsart ia,100,90,90,75,75,https://apps.apple.com/sv/app/google-fotos/id962194608?uo=4
46,YouTube Music,Trending,Google,Music,4.77027,4092,2019-03-13,Gratis,de,la,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/youtube-music/id1017492454?uo=4
47,DAZN: Stream Live Sports,Trending,DAZN Limited,Sports,4.87159,2165,2020-11-12,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/dazn-stream-live-sports/id1129523589?uo=4
48,APP CUSCATLAN SV,Trending,Banco Cuscatlán de El Salvador,Finance,3.12813,320,2024-05-06,Gratis,de,tus,tu,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,como tus,tus amigos,videos,google chrome,picsart ia,100,100,90,75,75,https://apps.apple.com/sv/app/app-cuscatlan-sv/id1641949935?uo=4
49,Life360: Siempre Conectados,Trending,Life360,Social Networking,4.82439,3263,2010-08-10,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/life360-siempre-conectados/id384830320?uo=4
50,StressWatch: Rastreo de Estrés,Trending,One Hundred Bad Ideas Limited,Health & Fitness,4.92307,39,2023-04-26,Gratis,de,stresswatch,que,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,stresswatch rastreo,videos,stresswatch,google chrome,picsart ia,100,90,90,75,75,https://apps.apple.com/sv/app/stresswatch-rastreo-de-estr%C3%A9s/id6444737095?uo=4
51,n1co,Trending,N1co Tech,Finance,3.42215,289,2024-02-23,Gratis,n1co,tu,de,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,n1co business,n1co,videos,google home,dinero tarjetas,100,90,90,75,75,https://apps.apple.com/sv/app/n1co/id1662164199?uo=4
52,Microsoft Word,Trending,Microsoft Corporation,Productivity,4.77603,14359,2014-03-27,Gratis,de,en,microsoft,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,microsoft 365,microsoft powerpoint,microsoft excel,microsoft teams,microsoft outlook,100,100,100,100,100,https://apps.apple.com/sv/app/microsoft-word/id586447913?uo=4
53,Google Drive – almacenamiento,Trending,Google,Productivity,4.81478,24474,2012-06-28,Gratis,de,google,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,google chrome,google maps,google drive,google fotos,videos,100,100,100,100,90,https://apps.apple.com/sv/app/google-drive-almacenamiento/id507874739?uo=4
54,PayPal,Trending,"PayPal, Inc.",Finance,4.7679,2163,2019-02-03,Gratis,de,paypal,los,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,paypal business,retricalos filtros,los sims,videos,paypal,100,100,100,90,90,https://apps.apple.com/sv/app/paypal/id283646709?uo=4
55,Airbnb,Trending,"Airbnb, Inc.",Travel,4.86193,2687,2010-11-10,Gratis,de,en,un,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,mario run,videos,ringtune,google chrome,picsart ia,100,90,90,75,75,https://apps.apple.com/sv/app/airbnb/id401626263?uo=4
56,X,Trending,X Corp.,News,4.79037,48682,2009-10-09,Gratis,de,para,x,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,carx street,vix tv,videos,carx,google chrome,100,100,90,90,75,https://apps.apple.com/sv/app/x/id333903271?uo=4
57,Symp Trac,New Discovery,ZIA UL REHMAN,Utilities,0.0,0,2025-05-27,Gratis,symp,trac,health,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,live trac,trac seed,seed trac,nexgentrac,trac,100,100,100,90,90,https://apps.apple.com/sv/app/symp-trac/id6746278389?uo=4
58,Sticker.ly - Sticker Maker,Trending,NAVER Z Corporation,Social Networking,4.75354,6009,2019-04-11,Gratis,de,sticker,stickers,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,sticker maker,hacer stickers,top sticker,videos,stickers,100,100,100,90,90,https://apps.apple.com/sv/app/sticker-ly-sticker-maker/id1458740001?uo=4
59,Puma PRIS (SV),Trending,Puma Energy,Business,2.18098,326,2022-04-19,Gratis,de,puma,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,puma pris,puma gas,con amigos,snapchat conecta,grfico con,100,100,100,100,100,https://apps.apple.com/sv/app/puma-pris-sv/id1612102855?uo=4
60,Google Gemini,Trending,Google,Productivity,4.83974,1716,2024-11-13,Gratis,de,gemini,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,google gemini,videos,gemini,clans,clash,100,90,90,90,90,https://apps.apple.com/sv/app/google-gemini/id6477489729?uo=4
61,Zoom Workplace,Trending,"Zoom Communications, Inc.",Business,4.63572,6366,2012-08-15,Gratis,zoom,workplace,zoom workplace,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,zoom cmara,zoom rooms,zoom workplace,linterna zoom,workplace for,100,100,100,100,100,https://apps.apple.com/sv/app/zoom-workplace/id546505307?uo=4
62,Biblia - Bible Chat,Trending,Bookvitals APP SRL,Reference,4.90503,337,2023-05-11,Gratis,de,la,con,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,con amigos,snapchat conecta,grfico con,conecta con,videos,100,100,100,100,90,https://apps.apple.com/sv/app/biblia-bible-chat/id6448849666?uo=4
63,Dazz Cam - Vintage Camera & 3D,Trending,DAZZ PTE. LTD.,Photo & Video,4.7636,1324,2018-08-17,Gratis,de,cámaras,dazz,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,dazz cam,videos,dazz,google chrome,picsart ia,100,90,90,75,75,https://apps.apple.com/sv/app/dazz-cam-vintage-camera-3d/id1422471180?uo=4
64,TikTok Studio,Trending,TikTok Ltd.,Photo & Video,4.8148,54,2024-06-20,Gratis,de,tu,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clash,clans,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/tiktok-studio/id6478151677?uo=4
65,Widgetable: Besties & Parejas,Trending,"Widgetable,Inc.",Social Networking,4.936,1297,2022-08-27,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/widgetable-besties-parejas/id1641107226?uo=4
66,MultiMoney: Créditos y ahorro,Trending,Akros Technologies S.A,Finance,2.57377,61,2017-08-16,Gratis,multimoney,la,de,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,multimoney crditos,multimoney,clans,clash,videos,100,90,90,90,90,https://apps.apple.com/sv/app/multimoney-cr%C3%A9ditos-y-ahorro/id1257569121?uo=4
67,Picsart IA: Editor de Fotos AI,Trending,"PicsArt, Inc.",Photo & Video,4.71169,6944,2013-01-02,Gratis,de,con,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,con amigos,snapchat conecta,grfico con,conecta con,videos,100,100,100,100,90,https://apps.apple.com/sv/app/picsart-ia-editor-de-fotos-ai/id587366035?uo=4
68,NGL - q&a anónimas,Trending,DeepMoji,Lifestyle,4.70303,2869,2021-12-10,Gratis,de,en,ngl,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,ngl anonymous,videos,google chrome,picsart ia,ia editor,100,90,75,75,75,https://apps.apple.com/sv/app/ngl-q-a-an%C3%B3nimas/id1596550932?uo=4
69,Flo ciclo menstrual y periodo,Trending,FLO HEALTH UK LIMITED,Health & Fitness,4.7943,11293,2015-10-03,Gratis,de,flo,la,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/flo-ciclo-menstrual-y-periodo/id1038369065?uo=4
70,Dababel,New Discovery,Easy Fulfillment,Reference,0.0,0,2025-06-17,Gratis,dababel,universal,translation,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,universal truck,remoto universal,universal remote,universal tv,dababel,100,100,100,100,90,https://apps.apple.com/sv/app/dababel/id6746732615?uo=4
71,Starla - Call the Universe,Trending,Indie Labs LLC,Lifestyle,4.77778,27,2025-03-21,Gratis,starla,real,terms,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,english terms,sticky terms,terms,spotahome apartments,eponyms for,100,100,90,75,75,https://apps.apple.com/sv/app/starla-call-the-universe/id6741873786?uo=4
72,Disney+,Trending,Disney,Entertainment,4.77794,4769,2020-11-16,Gratis,de,en,disney,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,disney frozen,disney experience,disney magic,videos,disney,100,100,100,90,90,https://apps.apple.com/sv/app/disney/id1446075923?uo=4
73,Discord - Conversa y juega,Trending,"Discord, Inc.",Social Networking,4.77106,4132,2015-05-21,Gratis,de,para,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/discord-conversa-y-juega/id985746746?uo=4
74,Banca Móvil BAC,Trending,Bac Credomatic Network,Finance,4.38509,1127,2011-09-21,Gratis,de,el,sus,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,sus amigos,videos,google chrome,picsart ia,ia editor,100,90,75,75,75,https://apps.apple.com/sv/app/banca-m%C3%B3vil-bac/id465508552?uo=4
75,Nequi El Salvador,Trending,Wompi,Finance,4.10714,56,2023-11-21,Gratis,nequi,tu,de,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,nequi,videos,don pago,punto pago,google home,90,90,75,75,75,https://apps.apple.com/sv/app/nequi-el-salvador/id1669411011?uo=4
76,Crunchyroll,Trending,"Crunchyroll, LLC",Entertainment,4.81498,4578,2009-12-21,Gratis,de,la,en,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,clans,clash,google chrome,picsart ia,90,90,90,75,75,https://apps.apple.com/sv/app/crunchyroll/id329913454?uo=4
77,Leal,Trending,Leal Global Holding S.A,Shopping,4.8456,14275,2016-06-13,Gratis,de,en,leal,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,clube leal,videos,leal,google chrome,picsart ia,100,90,90,75,75,https://apps.apple.com/sv/app/leal/id1083234969?uo=4
78,VMT Examen,Trending,Hadeel Aljarrah,Education,4.56238,537,2024-11-20,Gratis,de,para,el,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,videos,google chrome,picsart ia,ia editor,correo electr,90,75,75,75,75,https://apps.apple.com/sv/app/vmt-examen/id6738362853?uo=4
79,"ViX: TV, Deportes y Noticias",Trending,Univision Communications Inc.,Entertainment,2.96262,214,2022-03-22,Gratis,de,en,vix,100,37,70,70,14,60,100,37,70,70,14,60,100,37,70,70,14,60,vix tv,videos,google chrome,picsart ia,ia editor,100,90,75,75,75,https://apps.apple.com/sv/app/vix-tv-deportes-y-noticias/id1531467766?uo=4
